DATE,ID,SONG,ARTIST,ALBUM
2021-09-15 : 5,5,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-15 : 6,6,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-15 : 7,7,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-15 : 8,8,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-15 : 9,9,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-16 : 1,1,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-16 : 10,10,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-16 : 11,11,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-16 : 12,12,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-16 : 13,13,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-16 : 14,14,family ties,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 family ties - Single


 "
2021-09-16 : 15,15,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-16 : 16,16,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-16 : 17,17,Story Time,"
 
 Fivio Foreign 
 ","
 

 Story Time - Single


 "
2021-09-16 : 18,18,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-16 : 19,19,range brothers,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 The Melodic Blue


 "
2021-09-16 : 2,2,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-16 : 20,20,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-16 : 21,21,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-16 : 22,22,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-09-16 : 23,23,Nostálgico,"
 
 Rvssian、 ラウ・アレハンドロ、 クリス・ブラウン 
 ","
 

 Nostálgico - Single


 "
2021-09-16 : 24,24,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-16 : 25,25,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-16 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-16 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-16 : 5,5,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-16 : 6,6,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-16 : 7,7,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-16 : 8,8,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-16 : 9,9,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-17 : 1,1,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-17 : 10,10,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-17 : 11,11,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-17 : 12,12,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-17 : 13,13,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-17 : 14,14,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-17 : 15,15,family ties,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 family ties - Single


 "
2021-09-17 : 16,16,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-17 : 17,17,Story Time,"
 
 Fivio Foreign 
 ","
 

 Story Time - Single


 "
2021-09-17 : 18,18,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-17 : 19,19,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-17 : 2,2,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-17 : 20,20,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-17 : 21,21,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-17 : 22,22,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-17 : 23,23,range brothers,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 The Melodic Blue


 "
2021-09-17 : 24,24,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-09-17 : 25,25,In Da Getto,"
 
 J. バルヴィン、 スクリレックス 
 ","
 

 JOSE


 "
2021-09-17 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-17 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-17 : 5,5,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-17 : 6,6,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-17 : 7,7,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-17 : 8,8,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-17 : 9,9,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-18 : 1,1,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-18 : 10,10,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-18 : 11,11,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-18 : 12,12,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-18 : 13,13,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-18 : 14,14,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-18 : 15,15,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-18 : 16,16,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-18 : 17,17,family ties,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 family ties - Single


 "
2021-09-18 : 18,18,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-18 : 19,19,Story Time,"
 
 Fivio Foreign 
 ","
 

 Story Time - Single


 "
2021-09-18 : 2,2,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-18 : 20,20,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-18 : 21,21,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-18 : 22,22,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-18 : 23,23,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-09-18 : 24,24,In Da Getto,"
 
 J. バルヴィン、 スクリレックス 
 ","
 

 JOSE


 "
2021-09-18 : 25,25,range brothers,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 The Melodic Blue


 "
2021-09-18 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-18 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-18 : 5,5,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-18 : 6,6,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-18 : 7,7,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-18 : 8,8,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-18 : 9,9,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-19 : 1,1,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-19 : 10,10,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-19 : 11,11,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-19 : 12,12,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-19 : 13,13,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-19 : 14,14,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-19 : 15,15,THATS WHAT I WANT,"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-19 : 16,16,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-19 : 17,17,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-19 : 18,18,SCOOP (feat. Doja Cat),"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-19 : 19,19,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-19 : 2,2,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-19 : 20,20,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-19 : 21,21,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-19 : 22,22,Story Time,"
 
 Fivio Foreign 
 ","
 

 Story Time - Single


 "
2021-09-19 : 23,23,family ties,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 family ties - Single


 "
2021-09-19 : 24,24,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-19 : 25,25,DEAD RIGHT NOW,"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-19 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-19 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-19 : 5,5,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-19 : 6,6,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-19 : 7,7,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-19 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-19 : 9,9,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-20 : 1,1,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-20 : 10,10,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-20 : 11,11,THATS WHAT I WANT,"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-20 : 12,12,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-20 : 13,13,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-20 : 14,14,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-20 : 15,15,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-20 : 16,16,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-20 : 17,17,SCOOP (feat. Doja Cat),"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-20 : 18,18,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-20 : 19,19,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-20 : 2,2,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-20 : 20,20,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-20 : 21,21,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-20 : 22,22,In Da Getto,"
 
 J. バルヴィン、 スクリレックス 
 ","
 

 JOSE


 "
2021-09-20 : 23,23,Story Time,"
 
 Fivio Foreign 
 ","
 

 Story Time - Single


 "
2021-09-20 : 24,24,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-20 : 25,25,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-09-20 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-20 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-20 : 5,5,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-20 : 6,6,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-20 : 7,7,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-20 : 8,8,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-20 : 9,9,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-21 : 1,1,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-21 : 10,10,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-21 : 11,11,THATS WHAT I WANT,"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-21 : 12,12,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-21 : 13,13,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-21 : 14,14,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-21 : 15,15,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-21 : 16,16,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-21 : 17,17,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-21 : 18,18,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-21 : 19,19,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-21 : 2,2,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-21 : 20,20,SCOOP (feat. Doja Cat),"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-21 : 21,21,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-21 : 22,22,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-09-21 : 23,23,In Da Getto,"
 
 J. バルヴィン、 スクリレックス 
 ","
 

 In Da Getto - Single


 "
2021-09-21 : 24,24,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-21 : 25,25,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-09-21 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-21 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-21 : 5,5,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-21 : 6,6,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-21 : 7,7,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-21 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-21 : 9,9,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-22 : 1,1,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-22 : 10,10,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-22 : 11,11,THATS WHAT I WANT,"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-22 : 12,12,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-22 : 13,13,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-22 : 14,14,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-22 : 15,15,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-22 : 16,16,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-22 : 17,17,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-22 : 18,18,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-22 : 19,19,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-22 : 2,2,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-22 : 20,20,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-22 : 21,21,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-22 : 22,22,SCOOP (feat. Doja Cat),"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-22 : 23,23,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-09-22 : 24,24,family ties,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 family ties - Single


 "
2021-09-22 : 25,25,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-09-22 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-22 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-22 : 5,5,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-22 : 6,6,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-22 : 7,7,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-22 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-22 : 9,9,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-23 : 1,1,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-23 : 10,10,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-23 : 11,11,THATS WHAT I WANT,"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-23 : 12,12,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-23 : 13,13,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-23 : 14,14,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-23 : 15,15,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-23 : 16,16,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-23 : 17,17,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-23 : 18,18,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-23 : 19,19,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-23 : 2,2,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-23 : 20,20,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-23 : 21,21,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-23 : 22,22,family ties,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 family ties - Single


 "
2021-09-23 : 23,23,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-09-23 : 24,24,SCOOP (feat. Doja Cat),"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-23 : 25,25,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-09-23 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-23 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-23 : 5,5,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-23 : 6,6,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-23 : 7,7,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-23 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-09-23 : 9,9,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-09-24 : 1,1,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-24 : 10,10,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Sharing Locations (feat. Lil Baby & Lil Durk) - Single


 "
2021-09-24 : 11,11,THATS WHAT I WANT,"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-24 : 12,12,Off The Grid,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-24 : 13,13,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-09-24 : 14,14,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-09-24 : 15,15,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-09-24 : 16,16,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-09-24 : 17,17,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-09-24 : 18,18,Have Mercy,"
 
 Chlöe 
 ","
 

 Have Mercy - Single


 "
2021-09-24 : 19,19,Moon,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-24 : 2,2,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-24 : 20,20,Blue Notes 2 (feat. Lil Uzi Vert),"
 
 ミーク・ミル 
 ","
 

 Blue Notes 2 (feat. Lil Uzi Vert) - Single


 "
2021-09-24 : 21,21,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-09-24 : 22,22,family ties,"
 
 Baby Keem、 ケンドリック・ラマー 
 ","
 

 family ties - Single


 "
2021-09-24 : 23,23,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-09-24 : 24,24,SCOOP (feat. Doja Cat),"
 
 LIL NAS X 
 ","
 

 MONTERO


 "
2021-09-24 : 25,25,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-09-24 : 3,3,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-09-24 : 4,4,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-09-24 : 5,5,Hurricane,"
 
 カニエ・ウェスト 
 ","
 

 Donda


 "
2021-09-24 : 6,6,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-09-24 : 7,7,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-09-24 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
